director_name,Alma mater,Notes,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
Paul Greengrass,"Cambridge University, UK",,491,134,521,186,Chris Mulkey,15000,107100855,"['Biography', 'Drama', 'Thriller']",Tom Hanks,Captain Phillips ,323353,16281,Michael Chernus,0,hijacking|hostage|leader|ship|somalia,http://www.imdb.com/title/tt1535109/?ref_=fn_tt_tt_1,527,English,USA,PG-13,55000000,2013,535,7.9,2.35,65000
Antoine Fuqua,West Virginia University,,292,132,845,683,Chloë Grace Moretz,18000,101530738,"['Action', 'Crime', 'Thriller']",Denzel Washington,The Equalizer ,229574,37605,James Wilcox,0,assassin|ex soldier|gangster|hanged man|mysterious past,http://www.imdb.com/title/tt0455944/?ref_=fn_tt_tt_1,436,English,USA,R,55000000,2014,17000,7.2,2.35,56000
Mark Waters,AFI Conservatory,,189,94,70,497,Ophelia Lovibond,1000,68218041,"['Comedy', 'Family', 'Fantasy']",Madeline Carroll,Mr. Popper's Penguins ,67191,2820,Philip Baker Hall,1,father|penguin|snowglobe|son|winter,http://www.imdb.com/title/tt1396218/?ref_=fn_tt_tt_1,108,English,USA,PG,55000000,2011,549,6,1.85,14000
Jimmy Hayward,NaN,,118,91,39,562,Carlos Ponce,1000,55747724,"['Adventure', 'Animation', 'Comedy', 'Family']",Amy Poehler,Free Birds ,18042,3104,Dan Fogler,1,chipmunk|hunting dog|sabotage|thanksgiving|turkey the bird,http://www.imdb.com/title/tt1621039/?ref_=fn_tt_tt_1,73,English,USA,PG,55000000,2013,591,5.9,1.85,0
Akiva Schaffer,"University of California, Satna Cruz",,265,102,82,537,Nicholas Braun,622,34350553,"['Action', 'Comedy', 'Sci-Fi']",Will Forte,The Watch ,104066,2488,Rosemarie DeWitt,4,alien|escape|manager|neighborhood watch|ohio,http://www.imdb.com/title/tt1298649/?ref_=fn_tt_tt_1,207,English,USA,R,68000000,2012,591,5.7,2.35,15000
James Bobin,"Oxford University, UK",,277,119,33,518,Tina Fey,3000,51178893,"['Adventure', 'Comedy', 'Crime', 'Family', 'Musical']",Ty Burrell,Muppets Most Wanted ,24285,6089,Hugh Bonneville,4,europe|frog|gulag|prison break|puppet,http://www.imdb.com/title/tt2281587/?ref_=fn_tt_tt_1,110,English,USA,PG,50000000,2014,2000,6.4,1.85,10000
Walter Hill,Michigan State University,,279,92,394,565,Jason Momoa,13000,9483821,"['Action', 'Thriller']",Sylvester Stallone,Bullet to the Head ,39247,25418,Jon Seda,3,bar|bullet|corruption|detective|lawyer,http://www.imdb.com/title/tt1308729/?ref_=fn_tt_tt_1,131,English,USA,R,55000000,2012,11000,5.7,1.85,10000
Scott Cooper,Australia,,391,123,108,3000,Benedict Cumberbatch,40000,62563543,"['Biography', 'Crime', 'Drama']",Johnny Depp,Black Mass ,115216,63769,Adam Scott,7,based on true story|boston massachusetts|fbi agent|gangster|true crime,http://www.imdb.com/title/tt1355683/?ref_=fn_tt_tt_1,289,English,USA,R,53000000,2015,19000,7,2.35,44000
Kathryn Bigelow,San Franscio Art Institute,Female,558,157,0,304,Harold Perrineau,1000,95720716,"['Drama', 'History', 'Thriller']",Jennifer Ehle,Zero Dark Thirty ,216032,2759,Parker Sawyers,0,al qaeda|cia|interrogation|lie|navy seal,http://www.imdb.com/title/tt1790885/?ref_=fn_tt_tt_1,640,English,USA,R,40000000,2012,1000,7.4,1.85,39000
David Dobkin,New York University,,215,118,71,634,Olivia Wilde,16000,37035845,"['Comedy', 'Fantasy']",Ryan Reynolds,The Change-Up ,136680,28045,Mircea Monroe,2,best friend|fountain|law firm|lawyer|sex,http://www.imdb.com/title/tt1488555/?ref_=fn_tt_tt_1,149,English,USA,R,52000000,2011,10000,6.4,2.35,13000
George Nolfi,Princeton University,,413,106,53,593,Michael Kelly,13000,62453315,"['Romance', 'Sci-Fi', 'Thriller']",Matt Damon,The Adjustment Bureau ,200035,14607,Jon Stewart,2,love at first sight|obscene finger gesture|rain|teleportation|three word title,http://www.imdb.com/title/tt1385826/?ref_=fn_tt_tt_1,407,English,USA,PG-13,50200000,2011,963,7.1,1.85,36000
Seth MacFarlane,Rhode Island School of Design,,457,112,3000,1000,Seth MacFarlane,15000,218628680,"['Comedy', 'Fantasy']",Mila Kunis,Ted ,471644,21773,Tom Skerritt,1,2010s|car accident|sex scene|teddy bear|testicle,http://www.imdb.com/title/tt1637725/?ref_=fn_tt_tt_1,623,English,USA,R,50000000,2012,3000,7,1.85,74000
Adam McKay,Temple University,,272,143,285,7000,Will Ferrell,11000,2175312,['Comedy'],Harrison Ford,Anchorman 2: The Legend Continues ,131227,28176,Steve Carell,2,fame|father son relationship|interracial kiss|interracial relationship|interracial sex,http://www.imdb.com/title/tt1229340/?ref_=fn_tt_tt_1,346,English,USA,PG-13,50000000,2013,8000,6.3,2.35,41000
J.J. Abrams,Sarah Lawrence College,,539,112,14000,417,AJ Michalka,1000,126975169,"['Mystery', 'Sci-Fi', 'Thriller']",Joel Courtney,Super 8 ,287822,3388,Zach Mills,0,deputy|group of friends|time|train|train crash,http://www.imdb.com/title/tt1650062/?ref_=fn_tt_tt_1,849,English,USA,PG-13,50000000,2011,560,7.1,2.35,37000
Phil Lord,Dartmouth College,,330,112,97,584,Craig Roberts,17000,191616238,"['Action', 'Comedy', 'Crime']",Channing Tatum,22 Jump Street ,258186,19428,Amber Stevens West,2,college|drugs|hidden camera|tattoo|undercover,http://www.imdb.com/title/tt2294449/?ref_=fn_tt_tt_1,322,English,USA,R,50000000,2014,920,7.1,2.35,24000
Rawson Marshall Thurber,Union College,,177,107,43,569,Thomas Kretschmann,12000,126088877,"['Action', 'Comedy', 'Crime']",Dwayne Johnson,Central Intelligence ,33354,14569,Megan Park,2,accountant|blooper|espionage|facebook|high school reunion,http://www.imdb.com/title/tt1489889/?ref_=fn_tt_tt_1,110,English,USA,PG-13,50000000,2016,919,6.6,2.35,10000
Sean Anders,NaN,,145,96,51,322,Linda Cardellini,8000,150315155,"['Comedy', 'Family']",Will Ferrell,Daddy's Home ,54010,10886,Mark L. Young,2,biological father|dad|drinking|product placement|wilhelm scream,http://www.imdb.com/title/tt1528854/?ref_=fn_tt_tt_1,130,English,USA,PG-13,50000000,2015,2000,6.1,1.85,13000
Rob Marshall,Carnegie Mellon University,,321,125,252,10000,Meryl Streep,40000,127997349,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Musical']",Johnny Depp,Into the Woods ,101178,62837,Anna Kendrick,1,based on stage musical|cinderella|little red riding hood|singing|witch,http://www.imdb.com/title/tt2180411/?ref_=fn_tt_tt_1,779,English,USA,PG,50000000,2014,11000,6,2.39,90000
Glenn Ficarra,Pratt Institute,,310,118,43,7000,Emma Stone,33000,84244877,"['Comedy', 'Drama', 'Romance']",Ryan Gosling,"Crazy, Stupid, Love. ",375456,57426,Steve Carell,7,bar|divorce|friend|girl|male objectification,http://www.imdb.com/title/tt1570728/?ref_=fn_tt_tt_1,292,English,USA,PG-13,50000000,2011,15000,7.4,2.39,44000
Bennett Miller,New York University,,419,133,152,11000,Robin Wright,22000,75605492,"['Biography', 'Drama', 'Sport']",Philip Seymour Hoffman,Moneyball ,283563,53094,Brad Pitt,1,baseball|meeting|statistics|strategy|voice over,http://www.imdb.com/title/tt1210166/?ref_=fn_tt_tt_1,312,English,USA,PG-13,50000000,2011,18000,7.6,1.85,27000
D.J. Caruso,Pepperdine University,,288,109,154,144,Emily Wickersham,15000,55092830,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",Alex Pettyfer,I Am Number Four ,195043,15608,Reuben Langdon,1,based on young adult novel|good versus evil|guardian|human alien|ohio,http://www.imdb.com/title/tt1464540/?ref_=fn_tt_tt_1,329,English,USA,PG-13,60000000,2011,348,6.1,1.85,27000
Michael Bay,Wesleyan University,,204,144,0,681,James Badge Dale,769,52822418,"['Action', 'Drama', 'Thriller', 'War']",Toby Stephens,13 Hours ,47764,3580,David Costabile,0,based on true story|cia agent|libya|mercenary|u.s. ambassador,http://www.imdb.com/title/tt4172430/?ref_=fn_tt_tt_1,219,English,USA,R,50000000,2016,726,7.4,2.35,44000
Jorge R. Gutiérrez,California Institute of the Arts,,156,95,34,679,Hector Elizondo,17000,50150619,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Romance']",Channing Tatum,The Book of Life ,45580,19513,Ana de la Reguera,1,afterlife|bullfight|bullfighting|love triangle|mexico,http://www.imdb.com/title/tt2262227/?ref_=fn_tt_tt_1,102,English,USA,PG,50000000,2014,995,7.3,2.35,18000
Jon Hurwitz,University of Pennsylvania,wharton,291,113,22,1000,Dania Ramirez,3000,56724080,['Comedy'],Alyson Hannigan,American Reunion ,172112,8398,Natasha Lyonne,7,bikini|female female kiss|high school reunion|outdoor sex|upskirt,http://www.imdb.com/title/tt1605630/?ref_=fn_tt_tt_1,181,English,USA,R,50000000,2012,1000,6.7,1.85,39000
Steven Quale,NaN,,228,89,77,159,Alycia Debnam-Carey,490,47553512,"['Action', 'Thriller']",Matt Walsh,Into the Storm ,54101,1367,Scott Lawrence,0,danger|graduation|storm|teenage boy|tornado,http://www.imdb.com/title/tt2106361/?ref_=fn_tt_tt_1,210,English,USA,PG-13,50000000,2014,298,5.8,1.85,15000
David Dobkin,New York University,,276,141,71,3000,Robert Duvall,21000,47105085,"['Crime', 'Drama']",Robert Downey Jr.,The Judge ,136973,30183,Leighton Meester,1,courtroom|dysfunctional family|indiana|lawyer|trial,http://www.imdb.com/title/tt1872194/?ref_=fn_tt_tt_1,275,English,USA,R,50000000,2014,3000,7.4,2.35,47000
Andrew Niccol,NaN,,298,125,487,201,Chandler Canterbury,430,26616999,"['Action', 'Adventure', 'Romance', 'Sci-Fi', 'Thriller']",J.D. Evermore,The Host ,92461,1300,Rachel Roberts,3,alien|alien creature|body snatching|desert|parasite,http://www.imdb.com/title/tt1517260/?ref_=fn_tt_tt_1,347,English,USA,PG-13,40000000,2013,329,5.9,2.35,43000
Gary Ross,NaN,,79,139,378,303,Donald Watkins,11000,20389967,"['Action', 'Biography', 'Drama', 'History', 'War']",Matthew McConaughey,Free State of Jones ,3077,12786,Jessica Collins,1,american civil war|civil war|u.s. civil war,http://www.imdb.com/title/tt1124037/?ref_=fn_tt_tt_1,47,English,USA,R,50000000,2016,552,6.7,1.85,10000
Jaume Collet-Serra,Columbia College Hollywood ,,236,114,174,655,Common,14000,26442251,"['Action', 'Crime', 'Drama', 'Thriller']",Liam Neeson,Run All Night ,76010,16992,Bruce McGill,2,death|drug dealer|limousine|limousine driver|one night,http://www.imdb.com/title/tt2199571/?ref_=fn_tt_tt_1,205,English,USA,R,50000000,2015,988,6.6,2.35,15000
David Gordon Green,University of North Carolina  ,,208,102,234,11000,Zooey Deschanel,20000,21557240,"['Adventure', 'Comedy', 'Fantasy']",Natalie Portman,Your Highness ,85237,45202,James Franco,3,knight|prince|quest|rescue|thong bikini,http://www.imdb.com/title/tt1240982/?ref_=fn_tt_tt_1,274,English,USA,R,49900000,2011,11000,5.6,2.35,18000
Jim Sheridan,Dublin,,174,84,260,692,Gregory Smith,6000,21283440,"['Drama', 'Mystery', 'Thriller']",Naomi Watts,Dream House ,46239,8018,Sarah Gadon,0,closet|father daughter relationship|psychiatric hospital|real life sisters playing sisters|train,http://www.imdb.com/title/tt1462041/?ref_=fn_tt_tt_1,137,English,USA,PG-13,55000000,2011,694,6,2.35,0
Richard LaGravenese,New York University,,231,124,98,592,Zoey Deutch,1000,19445217,"['Drama', 'Fantasy', 'Romance']",Alden Ehrenreich,Beautiful Creatures ,67796,3580,Pruitt Taylor Vince,7,dream|escape|magic|magic spell|small town,http://www.imdb.com/title/tt1559547/?ref_=fn_tt_tt_1,258,English,USA,PG-13,60000000,2013,852,6.2,2.35,14000
Ben Stiller,"University of California, Los Angeles",,226,102,0,1000,Will Ferrell,14000,28837115,['Comedy'],Milla Jovovich,Zoolander 2 ,34964,24107,Justin Theroux,4,chosen one|fashion|fashion model|model|retired,http://www.imdb.com/title/tt1608290/?ref_=fn_tt_tt_1,150,English,USA,PG-13,50000000,2016,8000,4.8,2.35,28000
Patrick Lussier,NaN,,296,104,71,982,Billy Burke,12000,10706786,"['Action', 'Fantasy', 'Thriller']",Nicolas Cage,Drive Angry ,81800,16481,Katy Mixon,1,baby|cult|oklahoma|sex scene|waitress,http://www.imdb.com/title/tt1502404/?ref_=fn_tt_tt_1,211,English,USA,R,50000000,2011,2000,5.5,1.85,15000
Neill Blomkamp,"Vancouver Film School, CA",,371,120,662,502,Sharlto Copley,20000,31569268,"['Action', 'Crime', 'Drama', 'Sci-Fi', 'Thriller']",Hugh Jackman,Chappie ,172965,23051,Jose Pablo Cantillo,0,artificial intelligence|consciousness|future|mind uploading|robot,http://www.imdb.com/title/tt1823672/?ref_=fn_tt_tt_1,627,English,USA,R,49000000,2015,2000,6.9,2.35,67000
Denis Villeneuve,"Montreal, CA ",,454,153,777,1000,Jake Gyllenhaal,20000,60962878,"['Crime', 'Drama', 'Mystery', 'Thriller']",Hugh Jackman,Prisoners ,383591,37321,Dylan Minnette,2,child abduction|detective|investigation|police|sex offender,http://www.imdb.com/title/tt1392214/?ref_=fn_tt_tt_1,620,English,USA,R,46000000,2013,15000,8.1,1.85,86000
James Bobin,"Oxford University, UK",,398,103,33,84,Eric Jacobson,970,88625922,"['Adventure', 'Comedy', 'Family', 'Musical']",Bill Cobbs,The Muppets ,75176,1336,Steve Whitmire,3,bel air california|book|friends who live together|the muppets|tribute band,http://www.imdb.com/title/tt1204342/?ref_=fn_tt_tt_1,252,English,USA,PG,45000000,2011,91,7.1,1.85,26000
Frank Coraci,New York University,,173,117,153,734,Adam Sandler,35000,46280507,"['Comedy', 'Romance']",Bella Thorne,Blended ,87165,49743,Joel McHale,0,blind date|children|date|daughter|son,http://www.imdb.com/title/tt1086772/?ref_=fn_tt_tt_1,184,English,USA,PG-13,40000000,2014,11000,6.5,1.85,12000
Oliver Stone,Yale University,,339,141,0,404,Shea Whigham,749,47307550,"['Crime', 'Drama', 'Thriller']",Demián Bichir,Savages ,104301,1948,Gary Stretch,4,arms tied overhead|damsel in distress|dea|marijuana|southern california,http://www.imdb.com/title/tt1615065/?ref_=fn_tt_tt_1,269,English,USA,R,45000000,2012,463,6.5,2.35,28000
Oliver Parker,University of Cambridge,,152,101,32,104,Tim McInnerny,219,8129455,"['Action', 'Adventure', 'Comedy', 'Crime']",Daniel Kaluuya,Johnny English Reborn ,89568,661,Togo Igawa,1,assassin|chinese|conspiracy|gadget|premier,http://www.imdb.com/title/tt1634122/?ref_=fn_tt_tt_1,142,English,USA,PG,45000000,2011,141,6.3,2.35,17000
Ben Affleck,Occidental College,,656,130,0,650,Scoot McNairy,1000,136019448,"['Biography', 'Drama', 'History', 'Thriller']",Clea DuVall,Argo ,452465,3133,Tate Donovan,1,1970s|cia|f word|u.s. embassy|year 1979,http://www.imdb.com/title/tt1024648/?ref_=fn_tt_tt_1,695,English,USA,R,44500000,2012,660,7.7,2.35,89000
Paul McGuigan,NaN,,159,110,118,287,Spencer Wilding,11000,5773519,"['Drama', 'Horror', 'Sci-Fi', 'Thriller']",Daniel Radcliffe,Victor Frankenstein ,28618,12876,Daniel Mays,2,assistant|experiment|frankenstein|medical student|scientist,http://www.imdb.com/title/tt1976009/?ref_=fn_tt_tt_1,91,English,USA,PG-13,40000000,2015,1000,6,2.35,11000
Simon West,NaN,,252,93,165,350,Tony Goldwyn,26000,29113588,"['Action', 'Crime', 'Thriller']",Jason Statham,The Mechanic ,117999,27834,Mini Anden,0,apprentice|disobeying orders|gas station|hitman|nightclub,http://www.imdb.com/title/tt0472399/?ref_=fn_tt_tt_1,181,English,USA,R,40000000,2011,956,6.6,2.35,16000
Phil Lord,Dartmouth College,,375,109,97,839,Dax Flame,17000,138447667,"['Action', 'Comedy', 'Crime']",Channing Tatum,21 Jump Street ,408302,19968,Rob Riggle,2,narcotics|parody|police|remake|undercover cop,http://www.imdb.com/title/tt1232829/?ref_=fn_tt_tt_1,345,English,USA,R,42000000,2012,971,7.2,2.35,39000
Paul Feig,Wayne State University ,,270,123,176,749,William Xifaras,975,159578352,"['Action', 'Comedy', 'Crime']",Michael Rapaport,The Heat ,133177,4825,Demián Bichir,7,drug lord|fbi|fbi agent|hospital|shot in the crotch,http://www.imdb.com/title/tt2404463/?ref_=fn_tt_tt_1,380,English,USA,R,43000000,2013,815,6.6,2.35,24000
Frank Coraci,New York University,,154,105,153,491,Reggie Lee,4000,45290318,"['Action', 'Comedy', 'Sport']",Salma Hayek,Here Comes the Boom ,74169,6727,Charice,2,claim in title|high school|mixed martial arts|ultimate fighting championship|underdog,http://www.imdb.com/title/tt1648179/?ref_=fn_tt_tt_1,112,English,USA,PG,42000000,2012,828,6.5,1.85,17000
Catherine Hardwicke,"University of Texas, Austin",female,291,100,308,913,Billy Burke,10000,37652565,"['Fantasy', 'Horror', 'Mystery', 'Thriller']",Gary Oldman,Red Riding Hood ,91151,15369,Virginia Madsen,2,death|forest|love|werewolf|werewolf bite,http://www.imdb.com/title/tt1486185/?ref_=fn_tt_tt_1,283,English,USA,PG-13,42000000,2011,2000,5.4,2.35,20000
Julie Anne Robinson,NaN,Female,127,91,30,497,Debbie Reynolds,922,26404753,"['Action', 'Comedy', 'Crime', 'Romance', 'Thriller']",Fisher Stevens,One for the Money ,34203,3301,Patrick Fischler,1,bail bond|bounty hunter|jeans|shot in the butt|title directed by female,http://www.imdb.com/title/tt1598828/?ref_=fn_tt_tt_1,169,English,USA,PG-13,40000000,2012,786,5.3,2.35,19000
Evan Goldberg,McGill University,,293,112,133,365,Randall Park,11000,6105175,['Comedy'],James Franco,The Interview ,247020,12239,Anders Holm,4,assassination attempt|communist dictatorship|dictator|exploding helicopter|finger bitten off,http://www.imdb.com/title/tt2788710/?ref_=fn_tt_tt_1,835,English,USA,R,44000000,2014,392,6.6,2.35,50000
Asger Leth,NaN,,258,102,20,54,Mandy Gonzalez,107,18600911,"['Action', 'Crime', 'Thriller']",Robert Clohessy,Man on a Ledge ,125198,362,J. Smith-Cameron,6,detective|diamond|hotel|police|rooftop,http://www.imdb.com/title/tt1568338/?ref_=fn_tt_tt_1,153,English,USA,PG-13,42000000,2012,81,6.6,2.35,11000
David Frankel,Harvard University,,108,100,64,296,Kevin Pollak,734,7204138,['Comedy'],Joel McHale,The Big Year ,34809,2085,JoBeth Williams,0,alaska|birding|competition|migration|storm,http://www.imdb.com/title/tt1053810/?ref_=fn_tt_tt_1,125,English,USA,PG,41000000,2011,574,6.2,2.35,11000
David O. Russell,Amherst College,,538,138,737,14000,Christian Bale,34000,150117807,"['Crime', 'Drama']",Jennifer Lawrence,American Hustle ,358416,83012,Bradley Cooper,5,based on true story|con artist|drunk wife|fbi investigation|scam,http://www.imdb.com/title/tt1800241/?ref_=fn_tt_tt_1,751,English,USA,R,40000000,2013,23000,7.3,2.35,63000
Sam Taylor-Johnson,University of London,,362,129,456,716,Luke Grimes,1000,166147885,"['Drama', 'Romance']",Jennifer Ehle,Fifty Shades of Grey ,220020,4585,Callum Rennie,0,female frontal nudity|female nudity|perversion|sex scene|spanking,http://www.imdb.com/title/tt2322441/?ref_=fn_tt_tt_1,1360,English,USA,R,40000000,2015,935,4.1,2.35,101000
Peter Berg,Macalester College,,319,121,532,127,Scott Elrod,480,125069696,"['Action', 'Biography', 'Drama', 'Thriller', 'War']",Jerry Ferrara,Lone Survivor ,203963,1261,Dan Bilzerian,0,courage|navy seal|outnumbered|shot multiple times|survival,http://www.imdb.com/title/tt1091191/?ref_=fn_tt_tt_1,420,English,USA,R,40000000,2013,449,7.6,2.35,58000
James Wan,"RMIT, Australia",,300,134,0,336,Frances O'Connor,1000,102310175,"['Horror', 'Mystery', 'Thriller']",Javier Botet,The Conjuring 2 ,64989,2676,Robin Atkin Downes,0,based on supposedly true story|house|paranormal investigating|psychic|second part,http://www.imdb.com/title/tt3065204/?ref_=fn_tt_tt_1,279,English,USA,R,40000000,2016,575,7.8,2.35,40000
Etan Cohen,Harvard University,,173,107,164,723,Alison Brie,8000,90353764,"['Comedy', 'Crime']",Will Ferrell,Get Hard ,85629,12556,Craig T. Nelson,2,camera focus on female butt|gay bar|millionaire|singing in a car|two word title,http://www.imdb.com/title/tt2561572/?ref_=fn_tt_tt_1,144,English,USA,R,40000000,2015,2000,6,1.85,14000
Brian Helgeland,Loyola Marymount University,,216,128,241,898,Christopher Meloni,11000,95001343,"['Biography', 'Drama', 'Sport']",Harrison Ford,42 ,66511,16911,Nicole Beharie,0,baseball|baseball player|brooklyn dodgers|major league baseball|racism,http://www.imdb.com/title/tt0453562/?ref_=fn_tt_tt_1,200,English,USA,PG-13,40000000,2013,3000,7.5,2.35,28000
Bobby Farrelly,Rensselaer Polytechnic Institute ,,218,109,101,839,Kathleen Turner,13000,86208010,['Comedy'],Bill Murray,Dumb and Dumber To ,97045,16179,Rob Riggle,1,adoption|highway travel|road trip|sequel|stupidity,http://www.imdb.com/title/tt2096672/?ref_=fn_tt_tt_1,285,English,USA,PG-13,35000000,2014,899,5.7,1.85,55000
Nancy Meyers,American University,female,241,121,278,808,Anne Hathaway,22000,75274748,"['Comedy', 'Drama']",Robert De Niro,The Intern ,130661,36010,Rene Russo,2,reference to ben affleck|reference to brad pitt|reference to george clooney|reference to jack nicholson|website,http://www.imdb.com/title/tt2361509/?ref_=fn_tt_tt_1,304,English,USA,PG-13,35000000,2015,11000,7.2,1.85,54000
